,RESPONSE,LABEL
285,karena menyumbang sama saja seperti beramal dan bisa juga membantu saudara kita yang kesusahan,1
286,karena untuk membeli pakaian,0
287,karena pekerjaan nya tidak beretika dan lebih milih menyumbang untuk membuat produksi pakaian menjadi lebih beretika,1
288,karena orang menghargai upaya pekerja untuk membuat pakaian tersebut,1
289,karena itulah salah satu dari amal,1
290,karena dengan menyumbang nya kita bisa mendapatkan kembali barang yang lebih,0
291,rasa empati akan kondisi produksi tempat tersebut,1
292,karena menyumbang itu adalah hal positif dan mendapatkan amal ibadah,0
293,dikarenakan,0
294,karena merak lebih memilih pakaian yang beretika tentang kondisi kerja sebuah pabrik pakaian,1
295,karena mungkin menurut mereka sesuai dengan harga dan kaus yang ia terima,1
296,karena di sumbangkan mendapat pahala di bandingan di buang,0
297,"karena,dari pada membeli kaus putih seharga 2 euro",0
298,karana menyumbang bisa membuat orang lain senang dan mendapatkan pahala,1
299,karena supaya pabrik kaus tersebut menjadi lebih bagus dan membuat produksi pakaian menjadi lebih beretika,1
300,"karena,sebuah mesin penjual di berlin menawarkan kaus putih seharga 2 euro atau sekitar rp30.000).",0
301,mereka melihat kondisi pekerja di pabrik pakaian yang mengesankan dan kurang baik sehingga mereka lebih memilih untuk menyumbangkan uangnya untuk membuat produksi pakaian lebih beretika dinding dengan membelinya yang akan malah membuat tanda setuju atau apresiasi dengan kondisi pekerja saat ini,1
302,karena yang disumbangkan adalah pakaian yang sudah tak terpakai,0
303,karena lebih baik tangan dialas daripada tangan dibawa,0
304,karena menyumbangkan 2 euro tersebut sebagai upayauntuk membuat produksi,0
